ID- Full,Plot,Date Sampled,Julian Date,Year Sampled,Functional Group,Species,Snow Zone,%C,%N
JR170703-VAS-D267,2,7/3/2017,184,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.05,0.77
JR170703-VAS-D268,3,7/3/2017,184,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.38,0.87
JR170703-VAS-D269,4,7/3/2017,184,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.84,0.74
JR170703-VAS-D270,5,7/3/2017,184,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.94,0.79
JR170710-SLS-D271,1,7/10/2017,191,2017,Deciduous shrub,Salix,Low,52.53,2.33
JR170710-SLS-D272,2,7/10/2017,191,2017,Deciduous shrub,Salix,Low,51.79,2.25
JR170710-SLS-D273,3,7/10/2017,191,2017,Deciduous shrub,Salix,Low,51.84,2.31
JR170710-SLS-D274,4,7/10/2017,191,2017,Deciduous shrub,Salix,Low,51.9,2.36
JR170710-SLS-D275,5,7/10/2017,191,2017,Deciduous shrub,Salix,Low,51.76,2.34
JR170710-SIS-D276,1,7/10/2017,191,2017,Deciduous shrub,Salix,Intermediate,45.36,2.92
JR170710-SIS-D277,2,7/10/2017,191,2017,Deciduous shrub,Salix,Intermediate,51.44,2.89
JR170710-SIS-D278,3,7/10/2017,191,2017,Deciduous shrub,Salix,Intermediate,52.05,3.28
JR170710-SIS-D279,4,7/10/2017,191,2017,Deciduous shrub,Salix,Intermediate,51.86,2.85
JR170710-SIS-D280,5,7/10/2017,191,2017,Deciduous shrub,Salix,Intermediate,53.33,2.62
JR170710-SAS-D281,1,7/10/2017,191,2017,Deciduous shrub,Salix,Ambient,51.65,2.38
JR170710-SAS-D282,2,7/10/2017,191,2017,Deciduous shrub,Salix,Ambient,52.69,2.33
JR170710-SAS-D283,3,7/10/2017,191,2017,Deciduous shrub,Salix,Ambient,52.96,2.16
JR170710-SAS-D284,4,7/10/2017,191,2017,Deciduous shrub,Salix,Ambient,51.43,2.02
JR170710-SAS-D285,5,7/10/2017,191,2017,Deciduous shrub,Salix,Ambient,51.85,2.33
JR170710-BLS-D286,1,7/10/2017,191,2017,Deciduous shrub,Betula,Low,52.42,2.44
JR170710-BLS-D287,2,7/10/2017,191,2017,Deciduous shrub,Betula,Low,52.75,2.52
JR170710-BLS-D288,3,7/10/2017,191,2017,Deciduous shrub,Betula,Low,49.74,2.07
JR170710-BLS-D289,4,7/10/2017,191,2017,Deciduous shrub,Betula,Low,52.42,2.38
JR170710-BLS-D290,5,7/10/2017,191,2017,Deciduous shrub,Betula,Low,53.24,2.42
JR170710-BIS-D291,1,7/10/2017,191,2017,Deciduous shrub,Betula,Intermediate,52.16,2.52
JR170710-BIS-D292,2,7/10/2017,191,2017,Deciduous shrub,Betula,Intermediate,51.39,2.53
JR170710-BIS-D293,3,7/10/2017,191,2017,Deciduous shrub,Betula,Intermediate,50.62,3.34
JR170710-BIS-D294,4,7/10/2017,191,2017,Deciduous shrub,Betula,Intermediate,51.13,3
JR170710-BIS-D295,5,7/10/2017,191,2017,Deciduous shrub,Betula,Intermediate,51.84,2.8
JR170710-BAS-D296,1,7/10/2017,191,2017,Deciduous shrub,Betula,Ambient,52.65,2.26
JR170710-BAS-D297,2,7/10/2017,191,2017,Deciduous shrub,Betula,Ambient,52.56,2.57
JR170710-BAS-D298,3,7/10/2017,191,2017,Deciduous shrub,Betula,Ambient,52.47,2.29
JR170710-BAS-D299,4,7/10/2017,191,2017,Deciduous shrub,Betula,Ambient,52.87,2.28
JR170710-BAS-D300,5,7/10/2017,191,2017,Deciduous shrub,Betula,Ambient,53.56,2.45
JR170710-ELS-D301,1,7/10/2017,191,2017,Sedge,Eriophorum,Low,48.36,1.4
JR170710-ELS-D302,2,7/10/2017,191,2017,Sedge,Eriophorum,Low,47.79,1.39
JR170710-ELS-D303,3,7/10/2017,191,2017,Sedge,Eriophorum,Low,48.4,1.86
JR170710-ELS-D304,4,7/10/2017,191,2017,Sedge,Eriophorum,Low,48.24,1.7
JR170710-ELS-D305,5,7/10/2017,191,2017,Sedge,Eriophorum,Low,48.3,1.62
JR170710-ELS-DX2,6,7/10/2017,191,2017,Sedge,Eriophorum,Low,48.16,1.59
JR170710-EIS-D306,1,7/10/2017,191,2017,Sedge,Eriophorum,Intermediate,48.63,2.37
JR170710-EIS-D307,2,7/10/2017,191,2017,Sedge,Eriophorum,Intermediate,48.48,2.55
JR170710-EIS-D308,3,7/10/2017,191,2017,Sedge,Eriophorum,Intermediate,48.6,2.16
JR170710-EIS-D309,4,7/10/2017,191,2017,Sedge,Eriophorum,Intermediate,49.07,2.15
JR170710-EIS-D310,5,7/10/2017,191,2017,Sedge,Eriophorum,Intermediate,48.71,2.45
JR170710-EAS-D311,1,7/10/2017,191,2017,Sedge,Eriophorum,Ambient,48.82,2.23
JR170710-EAS-D312,2,7/10/2017,191,2017,Sedge,Eriophorum,Ambient,48.53,2.41
JR170710-EAS-D313,3,7/10/2017,191,2017,Sedge,Eriophorum,Ambient,48.13,2.05
JR170710-EAS-D314,4,7/10/2017,191,2017,Sedge,Eriophorum,Ambient,48.6,1.88
JR170710-EAS-D315,5,7/10/2017,191,2017,Sedge,Eriophorum,Ambient,48.29,1.92
JR170710-CLS-D316,1,7/10/2017,191,2017,Sedge,Carex,Low,47.35,2.46
JR170710-CLS-D317,2,7/10/2017,191,2017,Sedge,Carex,Low,48.21,2.63
JR170710-CLS-D318,3,7/10/2017,191,2017,Sedge,Carex,Low,47.84,2.68
JR170710-CLS-D319,4,7/10/2017,191,2017,Sedge,Carex,Low,47.77,2.75
JR170710-CLS-D320,5,7/10/2017,191,2017,Sedge,Carex,Low,47.95,2.78
JR170710-CIS-D321,1,7/10/2017,191,2017,Sedge,Carex,Intermediate,47.35,3
JR170710-CIS-D322,2,7/10/2017,191,2017,Sedge,Carex,Intermediate,47.83,2.92
JR170710-CIS-D323,3,7/10/2017,191,2017,Sedge,Carex,Intermediate,47.89,2.41
JR170710-CIS-D324,4,7/10/2017,191,2017,Sedge,Carex,Intermediate,47.61,2.63
JR170710-CIS-D325,5,7/10/2017,191,2017,Sedge,Carex,Intermediate,48.13,2.81
JR170710-CAS-D326,1,7/10/2017,191,2017,Sedge,Carex,Ambient,48.06,2.52
JR170710-CAS-D327,2,7/10/2017,191,2017,Sedge,Carex,Ambient,47.64,2.59
JR170710-CAS-D328,3,7/10/2017,191,2017,Sedge,Carex,Ambient,47.86,2.54
JR170710-CAS-D329,4,7/10/2017,191,2017,Sedge,Carex,Ambient,46.77,2.36
JR170710-CAS-D330,5,7/10/2017,191,2017,Sedge,Carex,Ambient,47.42,2.29
JR170710-LLS-D331,1,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Low,54.61,1.83
JR170710-LLS-D332,2,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Low,55.23,1.84
JR170710-LLS-D333,3,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Low,55.14,1.58
JR170710-LLS-D334,4,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Low,55.3,1.88
JR170710-LLS-D335,5,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Low,55.93,1.76
JR170710-LIS-D336,1,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.25,1.38
JR170710-LIS-D337,2,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.69,1.63
JR170710-LIS-D338,3,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.31,1.56
JR170710-LIS-D339,4,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Intermediate,53.48,1.92
JR170710-LIS-D340,5,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.62,1.48
JR170710-LAS-D341,1,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Ambient,54.26,1.56
JR170710-LAS-D342,2,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Ambient,54.1,1.77
JR170710-LAS-D343,3,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Ambient,54.88,1.69
JR170710-LAS-D344,4,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Ambient,54.05,1.6
JR170710-LAS-D345,5,7/10/2017,191,2017,Evergreen dwarf shrub,Ledum,Ambient,54.52,1.99
JR170710-VLS-D346,1,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Low,51.6,1.2
JR170710-VLS-D347,2,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Low,51.44,0.96
JR170710-VLS-D348,3,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Low,53.13,0.92
JR170710-VLS-D349,4,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Low,52.77,0.84
JR170710-VLS-D350,5,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Low,52.69,0.84
JR170710-VIS-D351,1,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,53.56,0.8
JR170710-VIS-D352,2,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.74,0.86
JR170710-VIS-D353,3,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,53.46,0.95
JR170710-VIS-D354,4,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.73,0.96
JR170710-VIS-D355,5,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.67,0.96
JR170710-VAS-D356,1,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.31,0.93
JR170710-VAS-D357,2,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Ambient,50.61,0.91
JR170710-VAS-D358,3,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.33,0.95
JR170710-VAS-D359,4,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.25,1.12
JR170710-VAS-D360,5,7/10/2017,191,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.93,0.86
JR170717-SLS-D361,1,7/17/2017,198,2017,Deciduous shrub,Salix,Low,51.71,2.18
JR170717-SLS-D362,2,7/17/2017,198,2017,Deciduous shrub,Salix,Low,52.81,2.08
JR170717-SLS-D363,3,7/17/2017,198,2017,Deciduous shrub,Salix,Low,52.94,2.4
JR170717-SLS-D364,4,7/17/2017,198,2017,Deciduous shrub,Salix,Low,49.28,2.02
JR170717-SLS-D365,5,7/17/2017,198,2017,Deciduous shrub,Salix,Low,51.96,2.33
JR170717-SIS-D366,1,7/17/2017,198,2017,Deciduous shrub,Salix,Intermediate,51.14,2.61
JR170717-SIS-D367,2,7/17/2017,198,2017,Deciduous shrub,Salix,Intermediate,51.31,3.36
JR170717-SIS-D368,3,7/17/2017,198,2017,Deciduous shrub,Salix,Intermediate,51.26,2.66
JR170717-SIS-D369,4,7/17/2017,198,2017,Deciduous shrub,Salix,Intermediate,52.21,2.61
JR170717-SIS-D370,5,7/17/2017,198,2017,Deciduous shrub,Salix,Intermediate,47.52,3.17
JR170717-SAS-D371,1,7/17/2017,198,2017,Deciduous shrub,Salix,Ambient,52.38,1.89
JR170717-SAS-D372,2,7/17/2017,198,2017,Deciduous shrub,Salix,Ambient,52.23,1.94
JR170717-SAS-D373,3,7/17/2017,198,2017,Deciduous shrub,Salix,Ambient,52.26,2.31
JR170717-SAS-D374,4,7/17/2017,198,2017,Deciduous shrub,Salix,Ambient,52.77,2.32
JR170717-SAS-D375,5,7/17/2017,198,2017,Deciduous shrub,Salix,Ambient,52.25,2.19
JR170717-BLS-D376,1,7/17/2017,198,2017,Deciduous shrub,Betula,Low,52.12,2.51
JR170717-BLS-D377,2,7/17/2017,198,2017,Deciduous shrub,Betula,Low,52.85,2.58
JR170717-BLS-D378,3,7/17/2017,198,2017,Deciduous shrub,Betula,Low,53.47,2.7
JR170717-BLS-D379,4,7/17/2017,198,2017,Deciduous shrub,Betula,Low,52.57,2.35
JR170717-BLS-D380,5,7/17/2017,198,2017,Deciduous shrub,Betula,Low,52.41,2.63
JR170717-BIS-D381,1,7/17/2017,198,2017,Deciduous shrub,Betula,Intermediate,53.43,2.37
JR170717-BIS-D382,2,7/17/2017,198,2017,Deciduous shrub,Betula,Intermediate,52.47,3.13
JR170717-BIS-D383,3,7/17/2017,198,2017,Deciduous shrub,Betula,Intermediate,52.79,2.46
JR170717-BIS-D384,4,7/17/2017,198,2017,Deciduous shrub,Betula,Intermediate,52.29,2.91
JR170717-BIS-D385,5,7/17/2017,198,2017,Deciduous shrub,Betula,Intermediate,50.94,3.03
JR170717-BAS-D386,1,7/17/2017,198,2017,Deciduous shrub,Betula,Ambient,51.57,2.17
JR170717-BAS-D387,2,7/17/2017,198,2017,Deciduous shrub,Betula,Ambient,52.39,2.21
JR170717-BAS-D388,3,7/17/2017,198,2017,Deciduous shrub,Betula,Ambient,52.77,2.5
JR170717-BAS-D389,4,7/17/2017,198,2017,Deciduous shrub,Betula,Ambient,52.71,2.53
JR170717-BAS-D390,5,7/17/2017,198,2017,Deciduous shrub,Betula,Ambient,52.43,2.35
JR170717-ELS-D391,1,7/17/2017,198,2017,Sedge,Eriophorum,Low,48.54,2.11
JR170717-ELS-D392,2,7/17/2017,198,2017,Sedge,Eriophorum,Low,48.67,2.09
JR170717-ELS-D393,3,7/17/2017,198,2017,Sedge,Eriophorum,Low,42.92,2.13
JR170717-ELS-D394,4,7/17/2017,198,2017,Sedge,Eriophorum,Low,48.92,2.63
JR170717-ELS-D395,5,7/17/2017,198,2017,Sedge,Eriophorum,Low,48.73,1.98
JR170717-EIS-D396,1,7/17/2017,198,2017,Sedge,Eriophorum,Intermediate,48.23,2.21
JR170717-EIS-D397,2,7/17/2017,198,2017,Sedge,Eriophorum,Intermediate,48.47,1.99
JR170717-EIS-D398,3,7/17/2017,198,2017,Sedge,Eriophorum,Intermediate,48.42,2.65
JR170717-EIS-D399,4,7/17/2017,198,2017,Sedge,Eriophorum,Intermediate,49.02,2.55
JR170717-EIS-D400,5,7/17/2017,198,2017,Sedge,Eriophorum,Intermediate,48.77,2.19
JR170717-EAS-D401,1,7/17/2017,198,2017,Sedge,Eriophorum,Ambient,48.54,2.27
JR170717-EAS-D402,2,7/17/2017,198,2017,Sedge,Eriophorum,Ambient,46.95,2.19
JR170717-EAS-D403,3,7/17/2017,198,2017,Sedge,Eriophorum,Ambient,48.87,2.44
JR170717-EAS-D404,4,7/17/2017,198,2017,Sedge,Eriophorum,Ambient,48.58,2.48
JR170717-EAS-D405,5,7/17/2017,198,2017,Sedge,Eriophorum,Ambient,48.31,2.27
JR170717-CLS-D406,1,7/17/2017,198,2017,Sedge,Carex,Low,48.19,2.22
JR170717-CLS-D407,2,7/17/2017,198,2017,Sedge,Carex,Low,47.72,2.32
JR170717-CLS-D408,3,7/17/2017,198,2017,Sedge,Carex,Low,47.13,2.22
JR170717-CLS-D409,4,7/17/2017,198,2017,Sedge,Carex,Low,48.89,3.27
JR170717-CLS-D410,5,7/17/2017,198,2017,Sedge,Carex,Low,47.91,2.22
JR170717-CIS-D411,1,7/17/2017,198,2017,Sedge,Carex,Intermediate,,
JR170717-CIS-D412,2,7/17/2017,198,2017,Sedge,Carex,Intermediate,47.96,2.73
JR170717-CIS-D413,3,7/17/2017,198,2017,Sedge,Carex,Intermediate,48.27,2.25
JR170717-CIS-D414,4,7/17/2017,198,2017,Sedge,Carex,Intermediate,48.44,2.73
JR170717-CIS-D415,5,7/17/2017,198,2017,Sedge,Carex,Intermediate,46.99,2.93
JR170717-CAS-D416,1,7/17/2017,198,2017,Sedge,Carex,Ambient,47.72,2.26
JR170717-CAS-D417,2,7/17/2017,198,2017,Sedge,Carex,Ambient,47.61,2.59
JR170717-CAS-D418,3,7/17/2017,198,2017,Sedge,Carex,Ambient,47.3,2.34
JR170717-CAS-D419,4,7/17/2017,198,2017,Sedge,Carex,Ambient,47.11,2.3
JR170717-CAS-D420,5,7/17/2017,198,2017,Sedge,Carex,Ambient,47.6,2.15
JR170717-LLS-D421,1,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Low,54.47,1.55
JR170717-LLS-D422,2,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Low,54.94,1.61
JR170717-LLS-D423,3,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Low,55.25,1.37
JR170717-LLS-D424,4,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Low,53.92,1.62
JR170717-LLS-D425,5,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Low,54.18,1.55
JR170717-LIS-D426,1,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Intermediate,45.33,
JR170717-LIS-D427,2,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.43,1.4
JR170717-LIS-D428,3,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Intermediate,53.95,1.64
JR170717-LIS-D429,4,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Intermediate,55.11,1.41
JR170717-LIS-D430,5,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.2,1.46
JR170717-LAS-D431,1,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Ambient,54.38,1.37
JR170717-LAS-D432,2,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Ambient,53.48,1.32
JR170717-LAS-D433,3,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Ambient,54.65,1.4
JR170717-LAS-D434,4,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Ambient,54.74,1.45
JR170717-LAS-D435,5,7/17/2017,198,2017,Evergreen dwarf shrub,Ledum,Ambient,52.39,1.51
JR170717-VLS-D436,1,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Low,52.16,0.86
JR170717-VLS-D437,2,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Low,51.82,0.79
JR170717-VLS-D438,3,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Low,51.51,1.24
JR170717-VLS-D439,4,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Low,51.77,0.81
JR170717-VLS-D440,5,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Low,52.65,0.96
JR170717-VIS-D441,1,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.18,0.64
JR170717-VIS-D442,2,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,53.07,1.04
JR170717-VIS-D443,3,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.48,0.88
JR170717-VIS-D444,4,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,51.84,1.02
JR170717-VIS-D445,5,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,58.22,1.11
JR170717-VAS-D446,1,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.91,0.92
JR170717-VAS-D447,2,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.3,0.87
JR170717-VAS-D448,3,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.89,0.9
JR170717-VAS-D449,4,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.6,0.88
JR170717-VAS-D450,5,7/17/2017,198,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.43,1.07
JR170724-SLS-D451,1,7/24/2017,205,2017,Deciduous shrub,Salix,Low,50.94,2.08
JR170724-SLS-D452,2,7/24/2017,205,2017,Deciduous shrub,Salix,Low,52.56,1.99
JR170724-SLS-D453,3,7/24/2017,205,2017,Deciduous shrub,Salix,Low,49.98,1.97
JR170724-SLS-D454,4,7/24/2017,205,2017,Deciduous shrub,Salix,Low,51.71,2.02
JR170724-SLS-D455,5,7/24/2017,205,2017,Deciduous shrub,Salix,Low,51.15,1.93
JR170724-SIS-D456,1,7/24/2017,205,2017,Deciduous shrub,Salix,Intermediate,51.92,3.06
JR170724-SIS-D457,2,7/24/2017,205,2017,Deciduous shrub,Salix,Intermediate,52.05,3.28
JR170724-SIS-D458,3,7/24/2017,205,2017,Deciduous shrub,Salix,Intermediate,51.39,2.75
JR170724-SIS-D459,4,7/24/2017,205,2017,Deciduous shrub,Salix,Intermediate,51.68,2.85
JR170724-SIS-D460,5,7/24/2017,205,2017,Deciduous shrub,Salix,Intermediate,50.81,2.52
JR170724-SAS-D461,1,7/24/2017,205,2017,Deciduous shrub,Salix,Ambient,49.35,2.26
JR170724-SAS-D462,2,7/24/2017,205,2017,Deciduous shrub,Salix,Ambient,51.17,2.26
JR170724-SAS-D463,3,7/24/2017,205,2017,Deciduous shrub,Salix,Ambient,51.36,2.11
JR170724-SAS-D464,4,7/24/2017,205,2017,Deciduous shrub,Salix,Ambient,49.77,2.18
JR170724-SAS-D465,5,7/24/2017,205,2017,Deciduous shrub,Salix,Ambient,52.36,2.25
JR170724-BLS-D466,1,7/24/2017,205,2017,Deciduous shrub,Betula,Low,52.04,2.54
JR170724-BLS-D467,2,7/24/2017,205,2017,Deciduous shrub,Betula,Low,52.77,2.43
JR170724-BLS-D468,3,7/24/2017,205,2017,Deciduous shrub,Betula,Low,52.51,2.56
JR170724-BLS-D469,4,7/24/2017,205,2017,Deciduous shrub,Betula,Low,52.98,2.51
JR170724-BLS-D470,5,7/24/2017,205,2017,Deciduous shrub,Betula,Low,53.46,2.62
JR170724-BIS-D471,1,7/24/2017,205,2017,Deciduous shrub,Betula,Intermediate,45.65,2.47
JR170724-BIS-D472,2,7/24/2017,205,2017,Deciduous shrub,Betula,Intermediate,49.74,2.53
JR170724-BIS-D473,3,7/24/2017,205,2017,Deciduous shrub,Betula,Intermediate,48.87,2.72
JR170724-BIS-D474,4,7/24/2017,205,2017,Deciduous shrub,Betula,Intermediate,50.54,3.54
JR170724-BIS-D475,5,7/24/2017,205,2017,Deciduous shrub,Betula,Intermediate,51.58,3.36
JR170724-BAS-D476,1,7/24/2017,205,2017,Deciduous shrub,Betula,Ambient,52.65,2.5
JR170724-BAS-D477,2,7/24/2017,205,2017,Deciduous shrub,Betula,Ambient,,
JR170724-BAS-D478,3,7/24/2017,205,2017,Deciduous shrub,Betula,Ambient,52.43,2.55
JR170724-BAS-D479,4,7/24/2017,205,2017,Deciduous shrub,Betula,Ambient,53.46,2.48
JR170724-BAS-D480,5,7/24/2017,205,2017,Deciduous shrub,Betula,Ambient,52.29,2.44
JR170724-ELS-D481,1,7/24/2017,205,2017,Sedge,Eriophorum,Low,48.58,1.8
JR170724-ELS-D482,2,7/24/2017,205,2017,Sedge,Eriophorum,Low,48.75,1.81
JR170724-ELS-D483,3,7/24/2017,205,2017,Sedge,Eriophorum,Low,48.58,1.97
JR170724-ELS-D484,4,7/24/2017,205,2017,Sedge,Eriophorum,Low,48.2,1.42
JR170724-ELS-D485,5,7/24/2017,205,2017,Sedge,Eriophorum,Low,49.02,2.29
JR170724-EIS-D486,1,7/24/2017,205,2017,Sedge,Eriophorum,Intermediate,48.3,1.84
JR170724-EIS-D487,2,7/24/2017,205,2017,Sedge,Eriophorum,Intermediate,48.42,2.27
JR170724-EIS-D488,3,7/24/2017,205,2017,Sedge,Eriophorum,Intermediate,48.6,1.81
JR170724-EIS-D489,4,7/24/2017,205,2017,Sedge,Eriophorum,Intermediate,48.75,2.33
JR170724-EIS-D490,5,7/24/2017,205,2017,Sedge,Eriophorum,Intermediate,47.76,1.95
JR170724-EAS-D491,1,7/24/2017,205,2017,Sedge,Eriophorum,Ambient,48.41,2.14
JR170724-EAS-D492,2,7/24/2017,205,2017,Sedge,Eriophorum,Ambient,48.2,2.1
JR170724-EAS-D493,3,7/24/2017,205,2017,Sedge,Eriophorum,Ambient,48.78,2.23
JR170724-EAS-D494,4,7/24/2017,205,2017,Sedge,Eriophorum,Ambient,47.72,1.94
JR170724-EAS-D495,5,7/24/2017,205,2017,Sedge,Eriophorum,Ambient,59.46,1.24
JR170724-CLS-D496,1,7/24/2017,205,2017,Sedge,Carex,Low,48.54,2.61
JR170724-CLS-D497,2,7/24/2017,205,2017,Sedge,Carex,Low,48.46,2.37
JR170724-CLS-D498,3,7/24/2017,205,2017,Sedge,Carex,Low,48.24,2.02
JR170724-CLS-D499,4,7/24/2017,205,2017,Sedge,Carex,Low,45.42,3.6
JR170724-CLS-D500,5,7/24/2017,205,2017,Sedge,Carex,Low,48.27,2.72
JR170724-CIS-D501,1,7/24/2017,205,2017,Sedge,Carex,Intermediate,48.11,1.94
JR170724-CIS-D502,2,7/24/2017,205,2017,Sedge,Carex,Intermediate,48,2.36
JR170724-CIS-D503,3,7/24/2017,205,2017,Sedge,Carex,Intermediate,47.56,2.69
JR170724-CIS-D504,4,7/24/2017,205,2017,Sedge,Carex,Intermediate,47.55,2.65
JR170724-CIS-D505,5,7/24/2017,205,2017,Sedge,Carex,Intermediate,47.54,1.99
JR170724-CAS-D506,1,7/24/2017,205,2017,Sedge,Carex,Ambient,48.43,2.62
JR170724-CAS-D507,2,7/24/2017,205,2017,Sedge,Carex,Ambient,47.06,2.38
JR170724-CAS-D508,3,7/24/2017,205,2017,Sedge,Carex,Ambient,48.16,2.15
JR170724-CAS-D509,4,7/24/2017,205,2017,Sedge,Carex,Ambient,48.44,2
JR170724-CAS-D510,5,7/24/2017,205,2017,Sedge,Carex,Ambient,48.22,1.74
JR170724-LLS-D511,1,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Low,53.85,1.51
JR170724-LLS-D512,2,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Low,55.12,1.77
JR170724-LLS-D513,3,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Low,54.63,1.69
JR170724-LLS-D514,4,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Low,52.32,1.73
JR170724-LLS-D515,5,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Low,54.15,1.74
JR170724-LIS-D516,1,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Intermediate,52.68,1.51
JR170724-LIS-D517,2,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Intermediate,52.89,1.77
JR170724-LIS-D518,3,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Intermediate,52.54,1.38
JR170724-LIS-D519,4,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Intermediate,53.77,1.72
JR170724-LIS-D520,5,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Intermediate,53.41,1.58
JR170724-LAS-D521,1,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Ambient,53.42,1.63
JR170724-LAS-D522,2,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Ambient,52.07,1.46
JR170724-LAS-D523,3,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Ambient,52.38,1.57
JR170724-LAS-D524,4,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Ambient,54.41,1.31
JR170724-LAS-D525,5,7/24/2017,205,2017,Evergreen dwarf shrub,Ledum,Ambient,54.91,1.45
JR170724-VLS-D526,1,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Low,52.84,0.97
JR170724-VLS-D527,2,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Low,52.23,0.83
JR170724-VLS-D528,3,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Low,52.73,0.82
JR170724-VLS-D529,4,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Low,52.02,0.95
JR170724-VLS-D530,5,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Low,52.72,0.97
